CRN,SUBJ,CRSE,TITLE,CR HRS,TIME,DAYS,INSTRUCTOR
20093,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac642
20094,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac643
20744,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac644
20768,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac645
20769,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac646
22686,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac647
22687,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac648
23368,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac649
24818,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac650
25012,CS,998,MASTER'S GRADUATE CREDIT,1,HOURS ARR,,fac651
11232,CS,999,COMPUTER SCIENCE GRAD AUDIT,1,HOURS ARR,,fac652
